date,city,latitude,longitude,population,precipitation_sum,windspeed_10m_max,temperature_2m_max,temperature_2m_min
2017-09-17,Charlotte,35.23,-80.84,2660329,0.0,16.9,18.5,6.3
2017-09-18,Charlotte,35.23,-80.84,2660329,0.0,3.4,23.5,9.8
2017-09-19,Charlotte,35.23,-80.84,2660329,0.0,10.6,27.2,15.0
2017-09-20,Charlotte,35.23,-80.84,2660329,0.0,32.4,24.7,11.4
2017-09-21,Charlotte,35.23,-80.84,2660329,0.0,14.9,20.9,7.5
2017-09-22,Charlotte,35.23,-80.84,2660329,0.0,15.3,25.7,12.6
2017-09-23,Charlotte,35.23,-80.84,2660329,0.0,3.0,22.3,9.5
2017-09-24,Charlotte,35.23,-80.84,2660329,0.0,19.7,20.3,7.5
2017-09-25,Charlotte,35.23,-80.84,2660329,0.7,3.2,18.5,4.8
2017-09-26,Charlotte,35.23,-80.84,2660329,0.0,22.1,21.0,8.0
2017-09-27,Charlotte,35.23,-80.84,2660329,0.0,3.0,18.8,4.8
2017-09-28,Charlotte,35.23,-80.84,2660329,0.0,17.6,25.9,13.1
2017-09-29,Charlotte,35.23,-80.84,2660329,4.2,24.9,16.6,5.1
2017-09-30,Charlotte,35.23,-80.84,2660329,5.0,3.9,20.9,8.3
2017-10-01,Charlotte,35.23,-80.84,2660329,0.0,25.8,26.1,13.5
2017-10-02,Charlotte,35.23,-80.84,2660329,0.0,20.8,17.1,5.3
2017-10-03,Charlotte,35.23,-80.84,2660329,0.0,18.0,27.5,15.0
2017-10-04,Charlotte,35.23,-80.84,2660329,0.0,18.9,18.4,5.7
2017-10-05,Charlotte,35.23,-80.84,2660329,0.0,20.8,16.7,4.9
2017-10-06,Charlotte,35.23,-80.84,2660329,0.5,33.3,23.5,11.5
2017-10-07,Charlotte,35.23,-80.84,2660329,0.0,30.9,14.0,1.9
2017-10-08,Charlotte,35.23,-80.84,2660329,2.5,24.0,20.1,7.2
2017-10-09,Charlotte,35.23,-80.84,2660329,0.0,17.4,19.9,8.0
2017-10-10,Charlotte,35.23,-80.84,2660329,3.3,19.6,19.9,5.1
2017-10-11,Charlotte,35.23,-80.84,2660329,0.0,35.5,22.0,8.7
2017-10-12,Charlotte,35.23,-80.84,2660329,0.0,24.9,17.5,5.2
2017-10-13,Charlotte,35.23,-80.84,2660329,0.0,9.6,19.2,6.4
2017-10-14,Charlotte,35.23,-80.84,2660329,0.0,26.8,18.0,5.9
2017-10-15,Charlotte,35.23,-80.84,2660329,0.0,25.7,16.6,4.2
2017-10-16,Charlotte,35.23,-80.84,2660329,0.0,10.1,17.0,5.3
2017-10-17,Charlotte,35.23,-80.84,2660329,0.0,22.8,11.4,-0.5
2017-10-18,Charlotte,35.23,-80.84,2660329,0.0,16.8,17.8,3.0
2017-10-19,Charlotte,35.23,-80.84,2660329,0.0,30.2,10.4,-2.2
2017-10-20,Charlotte,35.23,-80.84,2660329,0.0,26.2,16.9,5.2
2017-10-21,Charlotte,35.23,-80.84,2660329,0.0,11.8,17.7,6.0
2017-10-22,Charlotte,35.23,-80.84,2660329,2.7,3.0,20.9,7.0
2017-10-23,Charlotte,35.23,-80.84,2660329,3.0,16.4,16.5,3.8
2017-10-24,Charlotte,35.23,-80.84,2660329,0.0,26.3,14.2,2.4
2017-10-25,Charlotte,35.23,-80.84,2660329,0.0,23.6,18.5,7.0
2017-10-26,Charlotte,35.23,-80.84,2660329,0.0,13.1,12.8,1.1
2017-10-27,Charlotte,35.23,-80.84,2660329,8.8,17.2,15.3,1.4
2017-10-28,Charlotte,35.23,-80.84,2660329,0.0,28.1,19.9,7.7
2017-10-29,Charlotte,35.23,-80.84,2660329,0.0,23.0,17.0,4.1
2017-10-30,Charlotte,35.23,-80.84,2660329,0.0,16.9,14.4,1.8
2017-10-31,Charlotte,35.23,-80.84,2660329,0.0,22.6,19.1,5.9
2017-11-01,Charlotte,35.23,-80.84,2660329,0.7,28.1,13.4,2.0
2017-11-02,Charlotte,35.23,-80.84,2660329,0.0,25.8,10.9,-0.5
2017-11-03,Charlotte,35.23,-80.84,2660329,0.0,16.2,11.8,0.1
2017-11-04,Charlotte,35.23,-80.84,2660329,13.5,24.6,14.2,2.7
2017-11-05,Charlotte,35.23,-80.84,2660329,0.0,22.0,11.2,-1.6
2017-11-06,Charlotte,35.23,-80.84,2660329,0.0,23.8,20.5,8.9
2017-11-07,Charlotte,35.23,-80.84,2660329,0.0,17.0,15.5,2.4
2017-11-08,Charlotte,35.23,-80.84,2660329,0.0,29.5,19.4,6.9
2017-11-09,Charlotte,35.23,-80.84,2660329,0.0,3.0,15.5,3.5
2017-11-10,Charlotte,35.23,-80.84,2660329,0.0,28.1,14.8,3.0
2017-11-11,Charlotte,35.23,-80.84,2660329,0.0,29.2,11.1,-1.2
2017-11-12,Charlotte,35.23,-80.84,2660329,10.1,36.8,12.1,0.8
2017-11-13,Charlotte,35.23,-80.84,2660329,0.0,35.9,10.7,-1.5
2017-11-14,Charlotte,35.23,-80.84,2660329,0.0,14.4,14.3,1.6
2017-11-15,Charlotte,35.23,-80.84,2660329,10.8,33.5,17.2,4.9
2017-11-16,Charlotte,35.23,-80.84,2660329,0.0,14.1,16.4,3.8
2017-11-17,Charlotte,35.23,-80.84,2660329,0.0,45.1,15.0,3.5
2017-11-18,Charlotte,35.23,-80.84,2660329,0.0,30.0,14.0,1.9
2017-11-19,Charlotte,35.23,-80.84,2660329,0.0,27.8,15.2,3.6
2017-11-20,Charlotte,35.23,-80.84,2660329,2.7,30.8,10.5,-2.8
2017-11-21,Charlotte,35.23,-80.84,2660329,0.0,31.2,17.0,4.2
2017-11-22,Charlotte,35.23,-80.84,2660329,0.0,22.6,10.5,-1.4
2017-11-23,Charlotte,35.23,-80.84,2660329,2.3,26.1,12.4,-0.4
2017-11-24,Charlotte,35.23,-80.84,2660329,1.6,18.0,6.3,-7.7
2017-11-25,Charlotte,35.23,-80.84,2660329,0.0,33.6,17.1,5.6
2017-11-26,Charlotte,35.23,-80.84,2660329,6.1,10.7,12.1,-0.1
2017-11-27,Charlotte,35.23,-80.84,2660329,0.0,33.5,16.7,5.3
2017-11-28,Charlotte,35.23,-80.84,2660329,0.0,25.6,12.2,-0.5
2017-11-29,Charlotte,35.23,-80.84,2660329,0.0,11.9,14.9,3.7
2017-11-30,Charlotte,35.23,-80.84,2660329,0.0,16.9,15.4,3.1
2017-12-01,Charlotte,35.23,-80.84,2660329,3.8,32.5,11.6,-1.5
2017-12-02,Charlotte,35.23,-80.84,2660329,0.0,18.3,9.0,-4.3
2017-12-03,Charlotte,35.23,-80.84,2660329,0.0,14.9,6.1,-5.9
2017-12-04,Charlotte,35.23,-80.84,2660329,0.0,35.5,12.2,-1.6
2017-12-05,Charlotte,35.23,-80.84,2660329,0.0,22.5,11.9,0.4
2017-12-06,Charlotte,35.23,-80.84,2660329,0.0,31.4,15.1,3.2
2017-12-07,Charlotte,35.23,-80.84,2660329,0.0,24.0,12.3,1.2
2017-12-08,Charlotte,35.23,-80.84,2660329,1.8,22.2,9.5,-2.3
2017-12-09,Charlotte,35.23,-80.84,2660329,0.0,12.0,10.7,-2.6
2017-12-10,Charlotte,35.23,-80.84,2660329,10.6,17.7,11.1,-2.8
2017-12-11,Charlotte,35.23,-80.84,2660329,0.0,39.8,11.3,-2.1
2017-12-12,Charlotte,35.23,-80.84,2660329,11.2,28.0,9.6,-4.2
2017-12-13,Charlotte,35.23,-80.84,2660329,0.0,21.5,11.7,0.4
2017-12-14,Charlotte,35.23,-80.84,2660329,2.3,29.2,7.2,-5.8
2017-12-15,Charlotte,35.23,-80.84,2660329,2.8,20.6,11.6,0.6
2017-12-16,Charlotte,35.23,-80.84,2660329,25.2,7.0,6.7,-8.1
2017-12-17,Charlotte,35.23,-80.84,2660329,1.8,18.0,10.0,-1.3
2017-12-18,Charlotte,35.23,-80.84,2660329,0.0,26.8,12.1,-1.3
2017-12-19,Charlotte,35.23,-80.84,2660329,0.0,21.6,11.3,-0.0
2017-12-20,Charlotte,35.23,-80.84,2660329,0.0,24.0,10.1,-2.5
2017-12-21,Charlotte,35.23,-80.84,2660329,0.0,27.1,17.1,4.9
2017-12-22,Charlotte,35.23,-80.84,2660329,0.0,30.7,10.0,-2.2
2017-12-23,Charlotte,35.23,-80.84,2660329,0.0,28.1,5.5,-6.7
2017-12-24,Charlotte,35.23,-80.84,2660329,0.0,18.5,10.6,-1.6
2017-12-25,Charlotte,35.23,-80.84,2660329,0.0,27.1,14.6,2.5
2017-12-26,Charlotte,35.23,-80.84,2660329,0.0,20.5,9.1,-3.0
2017-12-27,Charlotte,35.23,-80.84,2660329,0.0,16.5,7.5,-5.1
2017-12-28,Charlotte,35.23,-80.84,2660329,0.0,28.6,10.4,-2.0
2017-12-29,Charlotte,35.23,-80.84,2660329,0.0,22.3,7.5,-4.8
2017-12-30,Charlotte,35.23,-80.84,2660329,0.0,31.7,9.0,-2.6
2017-12-31,Charlotte,35.23,-80.84,2660329,0.0,26.6,9.1,-2.2
2018-01-01,Charlotte,35.23,-80.84,2660329,0.0,19.2,5.1,-7.4
2018-01-02,Charlotte,35.23,-80.84,2660329,0.0,28.6,12.5,0.1
2018-01-03,Charlotte,35.23,-80.84,2660329,0.0,10.6,11.6,0.3
2018-01-04,Charlotte,35.23,-80.84,2660329,0.0,30.4,5.5,-6.1
2018-01-05,Charlotte,35.23,-80.84,2660329,0.0,26.6,3.8,-10.7
2018-01-06,Charlotte,35.23,-80.84,2660329,0.0,25.5,14.8,2.9
2018-01-07,Charlotte,35.23,-80.84,2660329,17.0,30.4,9.1,-4.2
2018-01-08,Charlotte,35.23,-80.84,2660329,0.0,8.5,13.9,1.0
2018-01-09,Charlotte,35.23,-80.84,2660329,0.0,28.8,8.7,-4.0
2018-01-10,Charlotte,35.23,-80.84,2660329,0.0,30.3,6.2,-6.6
2018-01-11,Charlotte,35.23,-80.84,2660329,0.0,50.1,16.0,3.3
2018-01-12,Charlotte,35.23,-80.84,2660329,0.0,11.9,11.8,-1.5
2018-01-13,Charlotte,35.23,-80.84,2660329,0.0,8.8,11.1,-3.5
2018-01-14,Charlotte,35.23,-80.84,2660329,0.0,15.6,10.3,-0.8
2018-01-15,Charlotte,35.23,-80.84,2660329,0.0,5.9,11.7,-0.2
2018-01-16,Charlotte,35.23,-80.84,2660329,0.0,25.2,14.3,0.3
2018-01-17,Charlotte,35.23,-80.84,2660329,0.0,35.0,13.7,1.5
2018-01-18,Charlotte,35.23,-80.84,2660329,0.0,24.6,15.2,1.3
2018-01-19,Charlotte,35.23,-80.84,2660329,0.0,18.9,8.1,-3.7
2018-01-20,Charlotte,35.23,-80.84,2660329,0.0,16.1,18.3,6.3
2018-01-21,Charlotte,35.23,-80.84,2660329,0.0,32.2,8.7,-2.4
2018-01-22,Charlotte,35.23,-80.84,2660329,0.0,24.0,11.0,-0.1
2018-01-23,Charlotte,35.23,-80.84,2660329,0.0,36.1,11.9,-2.2
2018-01-24,Charlotte,35.23,-80.84,2660329,0.0,20.3,11.5,0.1
2018-01-25,Charlotte,35.23,-80.84,2660329,0.0,27.6,13.2,1.5
2018-01-26,Charlotte,35.23,-80.84,2660329,0.0,41.4,17.6,5.8
2018-01-27,Charlotte,35.23,-80.84,2660329,8.1,42.7,16.6,3.7
2018-01-28,Charlotte,35.23,-80.84,2660329,7.0,17.4,13.3,2.2
2018-01-29,Charlotte,35.23,-80.84,2660329,0.0,27.6,9.1,-3.6
2018-01-30,Charlotte,35.23,-80.84,2660329,3.6,27.4,13.9,1.7
2018-01-31,Charlotte,35.23,-80.84,2660329,0.0,19.7,10.6,-0.7
2018-02-01,Charlotte,35.23,-80.84,2660329,0.0,26.2,15.4,2.5
2018-02-02,Charlotte,35.23,-80.84,2660329,0.0,12.2,8.3,-4.4
2018-02-03,Charlotte,35.23,-80.84,2660329,4.4,34.1,12.3,-0.8
2018-02-04,Charlotte,35.23,-80.84,2660329,1.5,11.7,11.4,-1.3
2018-02-05,Charlotte,35.23,-80.84,2660329,0.7,26.5,12.7,-0.8
2018-02-06,Charlotte,35.23,-80.84,2660329,0.0,32.5,14.9,1.2
2018-02-07,Charlotte,35.23,-80.84,2660329,0.0,20.7,11.3,-3.0
2018-02-08,Charlotte,35.23,-80.84,2660329,18.5,15.4,17.7,4.3
2018-02-09,Charlotte,35.23,-80.84,2660329,0.0,14.7,13.6,1.4
2018-02-10,Charlotte,35.23,-80.84,2660329,0.0,26.9,18.8,6.2
2018-02-11,Charlotte,35.23,-80.84,2660329,0.0,3.0,12.8,1.5
2018-02-12,Charlotte,35.23,-80.84,2660329,0.0,31.2,15.6,2.1
2018-02-13,Charlotte,35.23,-80.84,2660329,0.0,35.6,15.8,3.6
2018-02-14,Charlotte,35.23,-80.84,2660329,0.0,13.0,13.6,2.1
2018-02-15,Charlotte,35.23,-80.84,2660329,0.0,7.1,18.1,6.5
2018-02-16,Charlotte,35.23,-80.84,2660329,0.0,7.4,18.8,3.8
2018-02-17,Charlotte,35.23,-80.84,2660329,0.0,21.6,13.2,0.5
2018-02-18,Charlotte,35.23,-80.84,2660329,0.0,25.1,18.2,6.5
2018-02-19,Charlotte,35.23,-80.84,2660329,0.0,25.5,14.1,2.4
2018-02-20,Charlotte,35.23,-80.84,2660329,7.2,20.6,23.0,11.7
2018-02-21,Charlotte,35.23,-80.84,2660329,0.0,26.1,16.7,4.8
2018-02-22,Charlotte,35.23,-80.84,2660329,0.0,32.2,18.7,6.8
2018-02-23,Charlotte,35.23,-80.84,2660329,0.0,18.5,16.0,1.7
2018-02-24,Charlotte,35.23,-80.84,2660329,0.0,30.5,17.6,5.5
2018-02-25,Charlotte,35.23,-80.84,2660329,0.0,20.0,15.2,1.9
2018-02-26,Charlotte,35.23,-80.84,2660329,0.0,30.1,15.3,3.5
2018-02-27,Charlotte,35.23,-80.84,2660329,0.0,28.8,10.5,-1.8
2018-02-28,Charlotte,35.23,-80.84,2660329,0.0,21.3,18.8,7.0
2018-03-01,Charlotte,35.23,-80.84,2660329,0.0,10.3,23.7,12.3
2018-03-02,Charlotte,35.23,-80.84,2660329,2.4,14.2,20.9,9.0
2018-03-03,Charlotte,35.23,-80.84,2660329,0.0,21.4,20.1,8.2
2018-03-04,Charlotte,35.23,-80.84,2660329,0.0,18.9,14.0,1.6
2018-03-05,Charlotte,35.23,-80.84,2660329,0.0,35.0,16.2,1.6
2018-03-06,Charlotte,35.23,-80.84,2660329,0.0,7.9,20.2,7.0
2018-03-07,Charlotte,35.23,-80.84,2660329,3.9,24.8,18.4,6.4
2018-03-08,Charlotte,35.23,-80.84,2660329,7.3,12.5,22.2,9.0
2018-03-09,Charlotte,35.23,-80.84,2660329,12.6,24.4,19.9,6.2
2018-03-10,Charlotte,35.23,-80.84,2660329,0.0,23.9,15.9,4.1
2018-03-11,Charlotte,35.23,-80.84,2660329,0.0,21.7,21.6,7.6
2018-03-12,Charlotte,35.23,-80.84,2660329,0.0,24.1,21.2,9.3
2018-03-13,Charlotte,35.23,-80.84,2660329,12.7,24.2,24.7,12.1
2018-03-14,Charlotte,35.23,-80.84,2660329,7.0,29.0,22.8,11.2
2018-03-15,Charlotte,35.23,-80.84,2660329,4.2,23.1,20.8,8.7
2018-03-16,Charlotte,35.23,-80.84,2660329,0.0,20.1,13.0,-0.1
2018-03-17,Charlotte,35.23,-80.84,2660329,0.0,3.0,20.1,5.0
2018-03-18,Charlotte,35.23,-80.84,2660329,0.0,13.5,24.2,12.4
2018-03-19,Charlotte,35.23,-80.84,2660329,2.1,21.3,21.2,7.7
2018-03-20,Charlotte,35.23,-80.84,2660329,11.0,19.5,19.0,3.9
2018-03-21,Charlotte,35.23,-80.84,2660329,0.0,27.0,26.5,14.2
2018-03-22,Charlotte,35.23,-80.84,2660329,0.0,20.5,16.6,4.3
2018-03-23,Charlotte,35.23,-80.84,2660329,0.0,9.8,18.1,5.5
2018-03-24,Charlotte,35.23,-80.84,2660329,0.0,29.5,25.3,12.3
2018-03-25,Charlotte,35.23,-80.84,2660329,0.0,33.3,25.7,12.4
2018-03-26,Charlotte,35.23,-80.84,2660329,0.0,31.8,24.4,12.2
2018-03-27,Charlotte,35.23,-80.84,2660329,0.0,17.1,20.3,7.5
2018-03-28,Charlotte,35.23,-80.84,2660329,0.0,7.6,23.2,10.2
2018-03-29,Charlotte,35.23,-80.84,2660329,0.0,23.7,22.5,8.7
2018-03-30,Charlotte,35.23,-80.84,2660329,2.7,17.4,24.8,13.0
2018-03-31,Charlotte,35.23,-80.84,2660329,9.4,36.5,21.6,9.9
2018-04-01,Charlotte,35.23,-80.84,2660329,0.0,26.0,25.3,12.1
2018-04-02,Charlotte,35.23,-80.84,2660329,0.0,17.1,26.8,13.3
2018-04-03,Charlotte,35.23,-80.84,2660329,0.0,24.5,26.9,13.8
2018-04-04,Charlotte,35.23,-80.84,2660329,2.5,31.6,24.3,12.5
2018-04-05,Charlotte,35.23,-80.84,2660329,0.0,18.8,26.8,13.8
2018-04-06,Charlotte,35.23,-80.84,2660329,0.0,16.6,25.4,12.3
2018-04-07,Charlotte,35.23,-80.84,2660329,0.0,32.5,20.7,8.0
2018-04-08,Charlotte,35.23,-80.84,2660329,0.0,27.4,28.6,15.6
2018-04-09,Charlotte,35.23,-80.84,2660329,1.5,33.2,24.3,10.9
2018-04-10,Charlotte,35.23,-80.84,2660329,0.3,30.3,24.1,10.4
2018-04-11,Charlotte,35.23,-80.84,2660329,0.0,18.4,29.3,14.2
2018-04-12,Charlotte,35.23,-80.84,2660329,0.0,36.3,20.7,5.0
2018-04-13,Charlotte,35.23,-80.84,2660329,0.0,18.3,29.9,16.3
2018-04-14,Charlotte,35.23,-80.84,2660329,0.0,3.3,16.8,4.5
2018-04-15,Charlotte,35.23,-80.84,2660329,0.0,36.9,25.9,13.5
2018-04-16,Charlotte,35.23,-80.84,2660329,0.0,9.5,23.8,11.9
2018-04-17,Charlotte,35.23,-80.84,2660329,0.0,26.2,25.1,13.2
2018-04-18,Charlotte,35.23,-80.84,2660329,0.0,9.6,32.5,20.6
2018-04-19,Charlotte,35.23,-80.84,2660329,0.0,28.2,27.2,15.1
2018-04-20,Charlotte,35.23,-80.84,2660329,0.0,24.5,33.8,17.9
2018-04-21,Charlotte,35.23,-80.84,2660329,14.9,27.6,25.5,12.6
2018-04-22,Charlotte,35.23,-80.84,2660329,0.0,28.6,28.3,15.9
2018-04-23,Charlotte,35.23,-80.84,2660329,0.0,30.3,26.4,11.6
2018-04-24,Charlotte,35.23,-80.84,2660329,0.0,21.5,28.1,14.9
2018-04-25,Charlotte,35.23,-80.84,2660329,24.9,27.7,27.5,14.0
2018-04-26,Charlotte,35.23,-80.84,2660329,0.0,11.8,25.2,13.1
2018-04-27,Charlotte,35.23,-80.84,2660329,0.0,13.0,30.7,18.8
2018-04-28,Charlotte,35.23,-80.84,2660329,0.0,19.3,30.1,17.2
2018-04-29,Charlotte,35.23,-80.84,2660329,0.0,25.1,24.5,12.5
2018-04-30,Charlotte,35.23,-80.84,2660329,10.0,25.3,26.8,12.9
2018-05-01,Charlotte,35.23,-80.84,2660329,0.0,10.7,27.7,14.9
2018-05-02,Charlotte,35.23,-80.84,2660329,5.4,24.5,28.5,16.5
2018-05-03,Charlotte,35.23,-80.84,2660329,0.0,42.0,34.1,20.9
2018-05-04,Charlotte,35.23,-80.84,2660329,0.0,21.6,31.8,19.9
2018-05-05,Charlotte,35.23,-80.84,2660329,0.0,24.6,29.7,17.6
2018-05-06,Charlotte,35.23,-80.84,2660329,7.5,30.6,28.2,15.5
2018-05-07,Charlotte,35.23,-80.84,2660329,12.9,28.7,28.0,16.2
2018-05-08,Charlotte,35.23,-80.84,2660329,0.0,10.4,36.8,22.4
2018-05-09,Charlotte,35.23,-80.84,2660329,0.0,12.0,30.5,18.1
2018-05-10,Charlotte,35.23,-80.84,2660329,0.0,33.6,30.5,15.5
2018-05-11,Charlotte,35.23,-80.84,2660329,0.0,14.4,29.0,15.2
2018-05-12,Charlotte,35.23,-80.84,2660329,2.6,3.0,32.9,20.0
2018-05-13,Charlotte,35.23,-80.84,2660329,0.0,3.4,36.3,20.8
2018-05-14,Charlotte,35.23,-80.84,2660329,0.0,28.8,30.0,17.6
2018-05-15,Charlotte,35.23,-80.84,2660329,0.0,28.8,28.8,16.6
2018-05-16,Charlotte,35.23,-80.84,2660329,12.1,11.2,25.9,13.2
2018-05-17,Charlotte,35.23,-80.84,2660329,0.0,20.9,30.8,18.2
2018-05-18,Charlotte,35.23,-80.84,2660329,0.0,25.6,29.6,17.1
2018-05-19,Charlotte,35.23,-80.84,2660329,2.3,29.5,30.8,18.5
2018-05-20,Charlotte,35.23,-80.84,2660329,0.0,19.9,33.2,20.8
2018-05-21,Charlotte,35.23,-80.84,2660329,0.0,12.1,29.5,17.5
2018-05-22,Charlotte,35.23,-80.84,2660329,0.0,21.2,31.5,19.1
2018-05-23,Charlotte,35.23,-80.84,2660329,0.0,3.0,29.2,17.0
2018-05-24,Charlotte,35.23,-80.84,2660329,0.0,28.2,35.2,22.7
2018-05-25,Charlotte,35.23,-80.84,2660329,0.0,19.4,33.7,20.8
2018-05-26,Charlotte,35.23,-80.84,2660329,0.0,30.5,32.8,20.1
2018-05-27,Charlotte,35.23,-80.84,2660329,0.0,13.6,26.9,12.9
2018-05-28,Charlotte,35.23,-80.84,2660329,0.0,12.4,29.4,17.3
2018-05-29,Charlotte,35.23,-80.84,2660329,0.0,38.2,31.3,19.2
2018-05-30,Charlotte,35.23,-80.84,2660329,1.7,22.8,34.0,22.0
2018-05-31,Charlotte,35.23,-80.84,2660329,3.5,28.7,29.2,16.2
2018-06-01,Charlotte,35.23,-80.84,2660329,0.0,3.0,28.8,16.3
2018-06-02,Charlotte,35.23,-80.84,2660329,0.0,33.0,27.4,15.1
2018-06-03,Charlotte,35.23,-80.84,2660329,0.0,20.6,32.1,18.9
2018-06-04,Charlotte,35.23,-80.84,2660329,0.0,30.5,28.7,14.1
2018-06-05,Charlotte,35.23,-80.84,2660329,0.0,18.0,32.3,18.3
2018-06-06,Charlotte,35.23,-80.84,2660329,0.0,17.8,32.9,18.4
2018-06-07,Charlotte,35.23,-80.84,2660329,0.0,39.9,34.7,21.2
2018-06-08,Charlotte,35.23,-80.84,2660329,0.0,22.0,31.3,19.1
2018-06-09,Charlotte,35.23,-80.84,2660329,0.0,3.0,33.5,19.2
2018-06-10,Charlotte,35.23,-80.84,2660329,0.0,5.2,30.2,18.0
2018-06-11,Charlotte,35.23,-80.84,2660329,8.8,17.4,34.5,19.1
2018-06-12,Charlotte,35.23,-80.84,2660329,3.2,19.0,34.7,21.1
2018-06-13,Charlotte,35.23,-80.84,2660329,0.0,24.1,33.9,19.9
2018-06-14,Charlotte,35.23,-80.84,2660329,0.0,20.8,34.5,22.1
2018-06-15,Charlotte,35.23,-80.84,2660329,0.0,26.8,30.8,18.8
2018-06-16,Charlotte,35.23,-80.84,2660329,0.0,20.0,27.8,14.4
2018-06-17,Charlotte,35.23,-80.84,2660329,0.0,18.3,32.7,19.7
2018-06-18,Charlotte,35.23,-80.84,2660329,0.0,7.7,33.9,21.6
2018-06-19,Charlotte,35.23,-80.84,2660329,17.9,23.8,35.6,22.4
2018-06-20,Charlotte,35.23,-80.84,2660329,0.0,16.3,32.2,19.6
2018-06-21,Charlotte,35.23,-80.84,2660329,0.0,24.3,31.1,18.6
2018-06-22,Charlotte,35.23,-80.84,2660329,1.3,15.1,31.5,19.3
2018-06-23,Charlotte,35.23,-80.84,2660329,0.0,18.5,25.8,11.9
2018-06-24,Charlotte,35.23,-80.84,2660329,0.0,38.3,32.3,19.9
2018-06-25,Charlotte,35.23,-80.84,2660329,0.0,20.3,32.9,20.2
2018-06-26,Charlotte,35.23,-80.84,2660329,0.3,15.4,34.4,22.3
2018-06-27,Charlotte,35.23,-80.84,2660329,0.0,26.1,34.3,20.7
2018-06-28,Charlotte,35.23,-80.84,2660329,0.0,23.4,34.3,21.4
2018-06-29,Charlotte,35.23,-80.84,2660329,0.0,17.6,27.7,14.7
2018-06-30,Charlotte,35.23,-80.84,2660329,20.1,19.6,36.1,22.0
2018-07-01,Charlotte,35.23,-80.84,2660329,0.0,14.3,32.7,20.7
2018-07-02,Charlotte,35.23,-80.84,2660329,0.0,10.3,30.6,17.8
2018-07-03,Charlotte,35.23,-80.84,2660329,0.0,32.2,30.4,17.0
2018-07-04,Charlotte,35.23,-80.84,2660329,0.0,17.9,33.2,20.6
2018-07-05,Charlotte,35.23,-80.84,2660329,1.1,27.7,30.4,17.5
2018-07-06,Charlotte,35.23,-80.84,2660329,0.0,23.8,33.7,21.5
2018-07-07,Charlotte,35.23,-80.84,2660329,0.0,9.6,31.7,17.9
2018-07-08,Charlotte,35.23,-80.84,2660329,0.0,9.0,28.4,15.3
2018-07-09,Charlotte,35.23,-80.84,2660329,0.0,23.2,33.2,20.9
2018-07-10,Charlotte,35.23,-80.84,2660329,6.7,34.3,31.4,18.8
2018-07-11,Charlotte,35.23,-80.84,2660329,0.0,37.7,32.7,19.5
2018-07-12,Charlotte,35.23,-80.84,2660329,0.0,18.4,32.9,20.8
2018-07-13,Charlotte,35.23,-80.84,2660329,0.0,24.2,34.2,19.5
2018-07-14,Charlotte,35.23,-80.84,2660329,0.0,26.5,33.2,20.1
2018-07-15,Charlotte,35.23,-80.84,2660329,0.0,13.7,30.5,17.3
2018-07-16,Charlotte,35.23,-80.84,2660329,0.0,21.5,32.6,18.6
2018-07-17,Charlotte,35.23,-80.84,2660329,23.6,31.5,32.5,20.4
2018-07-18,Charlotte,35.23,-80.84,2660329,3.8,3.0,30.0,17.5
2018-07-19,Charlotte,35.23,-80.84,2660329,21.5,7.9,25.0,11.2
2018-07-20,Charlotte,35.23,-80.84,2660329,0.0,25.9,28.0,14.0
2018-07-21,Charlotte,35.23,-80.84,2660329,3.9,26.5,32.5,18.1
2018-07-22,Charlotte,35.23,-80.84,2660329,9.7,9.3,33.7,19.2
2018-07-23,Charlotte,35.23,-80.84,2660329,1.5,51.3,29.3,17.0
2018-07-24,Charlotte,35.23,-80.84,2660329,0.0,7.6,27.7,14.1
2018-07-25,Charlotte,35.23,-80.84,2660329,0.0,18.0,32.0,19.3
2018-07-26,Charlotte,35.23,-80.84,2660329,0.0,34.5,29.8,17.7
2018-07-27,Charlotte,35.23,-80.84,2660329,0.0,27.9,31.3,18.2
2018-07-28,Charlotte,35.23,-80.84,2660329,0.0,36.8,29.7,14.9
2018-07-29,Charlotte,35.23,-80.84,2660329,0.0,30.5,27.0,14.7
2018-07-30,Charlotte,35.23,-80.84,2660329,0.0,28.0,28.7,14.1
2018-07-31,Charlotte,35.23,-80.84,2660329,0.0,25.2,34.0,21.3
2018-08-01,Charlotte,35.23,-80.84,2660329,0.0,18.2,29.6,17.2
2018-08-02,Charlotte,35.23,-80.84,2660329,0.0,27.5,33.5,21.0
2018-08-03,Charlotte,35.23,-80.84,2660329,0.0,24.1,27.1,14.7
2018-08-04,Charlotte,35.23,-80.84,2660329,0.0,3.0,31.4,19.3
2018-08-05,Charlotte,35.23,-80.84,2660329,0.0,20.3,28.8,15.8
2018-08-06,Charlotte,35.23,-80.84,2660329,0.0,12.0,31.1,18.1
2018-08-07,Charlotte,35.23,-80.84,2660329,0.0,35.3,27.3,13.9
2018-08-08,Charlotte,35.23,-80.84,2660329,12.5,24.3,30.0,18.1
2018-08-09,Charlotte,35.23,-80.84,2660329,0.0,23.3,31.1,16.1
2018-08-10,Charlotte,35.23,-80.84,2660329,0.0,34.0,29.7,16.5
2018-08-11,Charlotte,35.23,-80.84,2660329,0.0,23.0,29.6,15.3
2018-08-12,Charlotte,35.23,-80.84,2660329,0.0,18.9,30.1,17.5
